irradiance_Wm2;pv_power_kW;sky_state;inclinacion_°;temperatura_ambiental_°C;generacion_W
186,3;6,537;cloudy;20;20;34,20468
691,9;27,749;clear;20;10;132,01452
8,8;1,473;clear;20;20;1,61568
175,7;7,818;clear;20;10;33,52356
880;34,661;clear;45;20;153,4896
0;0;cloudy;20;20;0
155,8;6,264;cloudy;20;10;29,72664
96,6;3,831;clear;20;10;18,43128
761,2;27,52;clear;20;10;145,23696
91,1;3,704;clear;45;20;15,889662
862,6;32,826;clear;45;10;156,354876
507,1;20,97;clear;20;10;96,75468
0;0;cloudy;45;30;0
629,8;24,31;clear;20;30;111,09672
716,8;27,399;cloudy;20;30;126,44352
497,4;18,564;cloudy;45;10;90,158724
514,7;20,902;clear;45;30;86,253426
706,7;27,268;clear;20;10;134,83836
837,4;33,114;clear;20;20;153,74664
361,5;14,323;cloudy;45;30;60,58017
0;0;cloudy;45;30;0
80,3;3,085;clear;45;20;14,005926
38,2;0;cloudy;20;20;7,01352
736,2;29,822;clear;20;20;135,16632
317,6;11,698;clear;45;30;53,223408
223,1;7,501;cloudy;45;20;38,913102
41,4;0,985;clear;20;30;7,30296
112,8;6,038;clear;20;30;19,89792
195,7;8,072;clear;20;10;37,33956
456,9;19,126;cloudy;20;20;83,88684
644,9;24,538;cloudy;20;10;123,04692
289,3;12,345;clear;20;20;53,11548
212,7;10,329;clear;20;30;37,52028
196,2;4,213;cloudy;45;10;35,563212
288,1;11,463;clear;45;30;48,279798
208,5;9,494;clear;45;30;34,94043
228,8;10,217;clear;45;10;41,472288
501,5;21,176;clear;45;30;84,04137
620;21,938;clear;20;30;109,368
0;0;clear;45;10;0
365,2;12,615;cloudy;20;30;64,42128
592,3;21,142;clear;45;30;99,257634
45,4;0,246;clear;45;10;8,229204
102,9;1,785;cloudy;45;30;17,243982
731,1;28,093;clear;45;10;132,519186
803,9;28,696;cloudy;45;10;145,714914
849,5;32,691;clear;45;20;148,16979
523,8;20,305;clear;20;10;99,94104
351,7;15,464;cloudy;20;10;67,10436
727,1;26,1;clear;20;20;133,49556
777,8;29,914;clear;45;20;135,663876
801,9;32,396;clear;20;30;141,45516
419,3;17,736;clear;20;10;80,00244
417,9;14,791;cloudy;45;30;70,031682
438,2;18,524;clear;45;10;79,428132
212,6;3,685;cloudy;45;30;35,627508
205,3;7,894;cloudy;20;10;39,17124
0;0;cloudy;45;30;0
38,3;1,141;clear;20;30;6,75612
419,6;17,979;clear;20;30;74,01744
438,6;18,245;clear;20;20;80,52696
253;9,684;cloudy;45;10;45,85878
0;0;clear;20;30;0
0;0;cloudy;20;30;0
85;2,589;clear;20;10;16,218
425,3;14,928;cloudy;20;30;75,02292
573,3;22,84;cloudy;20;20;105,25788
268,1;13,128;cloudy;45;20;46,762002
0;0;clear;20;10;0
595,1;23,087;cloudy;20;20;109,26036
45,8;4,041;cloudy;20;30;8,07912
812,9;32,264;clear;45;30;136,225782
202,6;7,658;clear;20;30;35,73864
764,9;30,957;clear;20;10;145,94292
233,2;8,565;clear;45;20;40,674744
0;0;cloudy;45;20;0
249,2;10,791;cloudy;20;10;47,54736
0;0;cloudy;20;20;0
387;13,931;clear;20;20;71,0532
664,1;26,941;clear;20;20;121,92876
79,5;2,111;cloudy;20;20;14,5962
738;26,156;cloudy;45;20;128,72196
563,1;20,943;clear;20;20;103,38516
91,5;3,329;cloudy;45;10;16,58529
898,2;33,898;clear;20;10;171,37656
404,3;13,685;clear;20;20;74,22948
409,1;15,334;clear;20;20;75,11076
579,3;21,431;cloudy;45;10;105,003918
147,7;6,291;cloudy;20;30;26,05428
638,6;21,639;clear;45;20;111,384612
717;26,072;clear;45;30;120,15486
533,2;21,834;clear;45;20;93,000744
884;31,341;clear;20;20;162,3024
59,7;2,665;clear;20;10;11,39076
0;0;clear;20;30;0
778,1;29,733;cloudy;45;10;141,038406
356,5;11,849;clear;20;30;62,8866
353,8;10,881;cloudy;20;20;64,95768
178,2;6,515;cloudy;20;20;32,71752
229,8;9,197;cloudy;45;30;38,509884
752,2;29,608;clear;45;10;136,343772
233,6;10,704;clear;45;10;42,342336
391,8;16,006;cloudy;20;30;69,11352
136,1;8,941;clear;45;20;23,738562
238,9;10,795;clear;20;30;42,14196
0;0;clear;20;30;0
343,8;14,848;clear;20;30;60,64632
600,9;20,614;clear;45;10;108,919134
816,8;32,49;clear;45;30;136,879344
173,4;6,214;clear;45;10;31,430484
22,7;0,238;clear;20;10;4,33116
64,4;3,892;clear;45;30;10,792152
862,7;34,399;clear;20;20;158,39172
473,1;20,267;clear;20;20;86,86116
303,2;12,177;clear;45;30;50,810256
0;0;clear;20;30;0
356,1;12,979;cloudy;45;10;64,546686
0;0;cloudy;45;30;0
762,1;29,981;clear;20;10;145,40868
162,7;5,79;cloudy;20;20;29,87172
615,9;27,654;clear;45;30;103,212522
573,7;22,87;clear;45;20;100,064754
457,3;19,934;cloudy;45;10;82,890198
7,4;0;clear;45;30;1,240092
731,8;28,477;clear;45;30;122,635044
492,2;19,299;clear;20;30;86,82408
151,6;4,55;clear;20;20;27,83376
74,3;3,388;clear;20;30;13,10652
303,6;12,395;clear;45;30;50,877288
610,4;22,489;cloudy;20;10;116,46432
137,7;5,11;clear;45;20;24,017634
0;0;cloudy;20;30;0
83,2;4,102;cloudy;45;30;13,942656
409;16,305;clear;20;30;72,1476
752,2;29,608;clear;20;30;132,68808
174,1;8,237;clear;20;10;33,21828
178,2;6,515;cloudy;45;10;32,300532
0;0;clear;20;30;0
464,7;19,107;clear;45;30;77,874426
651,8;23,354;clear;45;30;109,228644
258,2;10,567;cloudy;45;10;46,801332
180,9;6,537;clear;20;10;34,51572
106,6;1,323;cloudy;20;30;18,80424
67,1;3,109;cloudy;20;10;12,80268
0;0;cloudy;45;10;0
137,7;5,11;clear;20;20;25,28172
642,9;25,384;cloudy;45;20;112,134618
0;0;cloudy;20;10;0
391,4;14,027;cloudy;20;10;74,67912
521,8;20,389;clear;45;20;91,012356
78,6;2,708;cloudy;45;20;13,709412
287,6;9,638;cloudy;45;30;48,196008
525,9;18,882;clear;20;10;100,34172
786,4;30,308;clear;20;30;138,72096
0;0;cloudy;20;30;0
275,4;10,222;cloudy;20;20;50,56344
84,8;3,165;clear;45;30;14,210784
96,6;3,831;clear;20;30;17,04024
477,3;18,297;clear;45;20;83,250666
0;0;cloudy;20;20;0
402,6;14,981;clear;45;10;72,975276
632,5;23,485;clear;45;20;110,32065
765,1;25,994;clear;20;10;145,98108
686,4;25,799;clear;20;30;121,08096
89,7;4,251;cloudy;20;10;17,11476
104,9;5,417;clear;45;20;18,296658
847,3;30,065;clear;20;10;161,66484
0;0;cloudy;45;10;0
579,8;22,208;clear;45;20;101,128716
15,7;0;cloudy;20;30;2,76948
131,1;5,516;cloudy;45;30;21,969738
0;0;cloudy;45;30;0
189,7;6,785;clear;45;20;33,087474
685,6;23,935;clear;45;10;124,271856
225,8;9,291;clear;20;10;43,08264
0;0;clear;20;30;0
799;33,318;clear;20;20;146,6964
76,3;3,271;clear;45;20;13,308246
592,7;23,281;clear;45;20;103,378734
375,5;13,389;cloudy;45;30;62,92629
323,8;14,546;clear;45;10;58,691988
103,3;5,279;clear;20;10;19,70964
899,4;34,941;clear;45;10;163,025244
0;0;clear;20;20;0
851,4;32,3;clear;20;20;156,31704
156;4,615;clear;45;20;27,20952
186,7;7,694;clear;45;20;32,564214
37,3;3,69;cloudy;45;30;6,250734
252,8;10,857;clear;45;30;42,364224
536,7;19,629;cloudy;45;30;89,940186
449,8;16,763;cloudy;45;10;81,530748
108,4;7,145;clear;20;30;19,12176
59,7;2,665;clear;45;20;10,412874
5,4;0;clear;20;30;0,95256
72,1;5,2;clear;45;30;12,082518
547;20,217;clear;45;10;99,14922
641,3;24,633;clear;45;30;107,469054
62,2;1,531;clear;45;10;11,274372
0;0;cloudy;20;20;0
215,5;6,898;clear;45;20;37,58751
299,8;10,421;clear;20;30;52,88472
768,4;30,352;cloudy;45;10;139,280184
68,4;0,5;clear;20;10;13,05072
837,4;33,114;clear;45;30;140,331492
722,7;27,622;clear;20;10;137,89116
105,7;4,759;cloudy;20;10;20,16756
0;0;cloudy;45;20;0
123,9;4,207;clear;45;20;21,610638
773,3;28,255;clear;45;10;140,168358
928,4;39,579;clear;45;30;155,581272
209,6;8,721;clear;20;20;38,48256
0;0;cloudy;45;10;0
163,1;5,402;cloudy;45;10;29,563506
82,3;4,773;clear;20;10;15,70284
39,5;0,338;clear;45;10;7,15977
342,6;13,476;cloudy;20;20;62,90136
855,2;34,053;clear;45;20;149,163984
529,5;20,266;cloudy;45;10;95,97717
914,6;35,24;clear;20;20;167,92056
320,7;9,42;clear;45;10;58,130082
262,5;11,535;clear;45;10;47,58075
643,3;23,804;clear;20;20;118,10988
604,9;20,427;clear;45;30;101,369142
544,6;18,473;clear;45;20;94,989132
0;0;clear;45;30;0
236,4;6,842;cloudy;20;20;43,40304
720,9;26,096;clear;45;30;120,808422
77;3,934;clear;45;10;13,95702
157,1;5,602;cloudy;20;20;28,84356
299,8;10,421;clear;45;20;52,291116
203,5;8,901;cloudy;20;20;37,3626
225;6,274;clear;45;30;37,7055
14,1;0,553;cloudy;20;20;2,58876
215,5;6,898;clear;45;10;39,06153
0;0;clear;45;20;0
592,4;22,174;cloudy;45;10;107,378424
348,4;12,858;clear;45;30;58,384872
356,1;12,979;cloudy;20;20;65,37996
925,1;35,248;clear;45;20;161,355942
211;8,764;cloudy;45;20;36,80262
0,2;0,556;cloudy;45;20;0
492,7;17,805;cloudy;20;10;94,00716
156,8;5,46;cloudy;20;30;27,65952
544,9;17,35;clear;45;20;95,041458
208,2;8,115;cloudy;20;10;39,72456
121,9;7,023;clear;20;20;22,38084
673,8;23,667;cloudy;45;10;122,132988
150,1;7,055;cloudy;20;30;26,47764
116,4;5,466;clear;45;30;19,506312
547,5;21,452;clear;20;10;104,463
202,1;7,427;clear;45;10;36,632646
571,9;23,388;clear;20;20;105,00084
673,8;28,08;cloudy;20;10;128,56104
1,6;0;clear;45;10;0,290016
0;0;cloudy;45;10;0
40,3;2,503;cloudy;20;20;7,39908
730,1;25,807;clear;20;20;134,04636
772,9;30,393;cloudy;45;10;140,095854
0;0;cloudy;45;10;0
80,7;0,296;clear;20;20;14,81652
573,3;22,84;cloudy;45;10;103,916358
106,5;3,722;clear;20;30;18,7866
0;0;cloudy;45;10;0
67,1;3,109;cloudy;20;10;12,80268
424,1;17,985;clear;20;10;80,91828
104,7;2,613;clear;45;20;18,261774
0,7;0;clear;20;30;0
238,1;8,6;clear;20;10;45,42948
317,6;11,698;clear;20;20;58,31136
671,2;26,005;cloudy;45;20;117,070704
115;1,739;cloudy;20;20;21,114
282,4;11,329;cloudy;20;30;49,81536
510;20,084;cloudy;20;20;93,636
302,8;11,838;clear;45;10;54,885528
599,6;21,936;cloudy;20;20;110,08656
699,5;23,594;clear;20;20;128,4282
547,5;21,452;clear;20;20;100,521
861;32,892;clear;45;10;156,06486
725,7;30,754;cloudy;20;30;128,01348
233,8;10,001;cloudy;45;20;40,779396
624;19,151;clear;45;20;108,83808
728,1;28,265;clear;45;30;122,014998
237;8,372;cloudy;20;30;41,8068
340,8;17,846;cloudy;20;20;62,57088
277,6;8,988;cloudy;20;20;50,96736
0;0;cloudy;45;20;0
903,1;34,756;clear;45;30;151,341498
0;0;clear;20;10;0
0;0;cloudy;20;30;0
80,1;5,537;clear;20;30;14,12964
144,3;4,337;clear;45;20;25,168806
902,9;35,114;clear;45;20;157,483818
642,9;25,384;cloudy;45;20;112,134618
0;0;cloudy;20;30;0
0;0;cloudy;45;10;0
288,4;10,126;cloudy;20;20;52,95024
331,4;13,89;clear;20;20;60,84504
749,8;28,851;cloudy;20;30;132,26472
685;25,967;clear;20;30;120,834
205,3;7,894;cloudy;45;30;34,404174
497,4;18,564;cloudy;20;30;87,74136
0;0;cloudy;45;30;0
470,7;16,784;clear;20;20;86,42052
299,8;10,421;clear;45;10;54,341748
153,3;6,14;cloudy;45;10;27,787158
761,2;27,52;clear;20;20;139,75632
517,8;22,998;clear;20;10;98,79624
435,9;13,837;clear;20;20;80,03124
97,2;1,156;clear;20;20;17,84592
485;16,727;clear;20;10;92,538
764,4;29,897;clear;20;10;145,84752
297,2;12,239;cloudy;20;20;54,56592
268,1;13,128;cloudy;20;20;49,22316
377,2;13,323;cloudy;45;20;65,791224
611,9;23,682;clear;45;10;110,912994
36,4;1,743;clear;20;10;6,94512
734,5;27,063;clear;45;30;123,08751
114,7;2,614;clear;45;20;20,005974
39,5;0,338;clear;45;10;7,15977
340,8;17,846;cloudy;20;30;60,11712
65,5;3,165;cloudy;20;20;12,0258
298,4;12,35;cloudy;45;20;52,046928
121,9;7,023;clear;45;20;21,261798
36,4;1,743;clear;20;10;6,94512
0;0;clear;45;30;0
0;0;cloudy;45;20;0
16,6;1,489;cloudy;45;30;2,781828
0;0;clear;45;20;0
481,7;19,536;clear;45;20;84,018114
500,1;21,805;clear;45;10;90,648126
827;32,276;clear;45;10;149,90202
0;0;clear;20;20;0
129,1;5,386;clear;45;10;23,400666
736,2;29,822;clear;45;30;123,372396
547,5;21,452;clear;45;30;91,75005
884,9;31,843;clear;20;10;168,83892
502,9;20,547;clear;20;10;95,95332
201,6;5,616;clear;20;20;37,01376
502,3;19,539;cloudy;20;20;92,22228
454,2;17,283;clear;20;30;80,12088
210,4;8,116;clear;45;20;36,697968
56,4;2,252;clear;45;20;9,837288
214,6;7,672;clear;45;20;37,430532
0;0;clear;20;20;0
101,8;3,306;clear;45;30;17,059644
636,3;24,763;clear;45;10;115,335738
59,6;1,39;cloudy;20;10;11,37168
470,7;16,784;clear;20;30;83,03148
145,5;5,085;clear;20;20;26,7138
469,3;20,839;clear;20;30;82,78452
967,5;39,532;clear;20;30;170,667
0;0;cloudy;20;30;0
0;0;cloudy;20;10;0
176,2;4,35;clear;20;30;31,08168
140,7;2,794;clear;20;30;24,81948
0;0;cloudy;20;20;0
938,9;35,243;clear;45;30;157,340862
504,5;20,702;clear;20;30;88,9938
504,3;18,682;cloudy;20;30;88,95852
928,8;31,587;clear;45;10;168,354288
698,7;26,214;clear;45;30;117,088146
13,2;0;clear;45;10;2,392632
532,8;20,012;cloudy;45;30;89,286624
270,5;11,396;cloudy;20;20;49,6638
910,3;35,998;clear;45;30;152,548074
39,4;0,387;cloudy;20;20;7,23384
611;24,112;cloudy;20;10;116,5788
955,1;38,507;clear;45;20;166,588542
888,9;33,338;clear;20;20;163,20204
0;0;cloudy;45;10;0
729,7;28,476;clear;20;30;128,71908
0;0;clear;45;20;0
717,1;26,359;clear;45;20;125,076582
0;0;cloudy;45;10;0
882,8;34,458;clear;20;10;168,43824
14,1;0,553;cloudy;20;10;2,69028
691,4;25,372;clear;45;10;125,323164
0;0;cloudy;20;20;0
220,9;6,288;clear;20;10;42,14772
778,5;29,758;clear;20;10;148,5378
825,8;32,289;clear;45;10;149,684508
0;0;cloudy;45;10;0
0;0;cloudy;20;10;0
126,4;4,98;clear;20;20;23,20704
715,5;27,833;clear;45;30;119,90349
820,1;31,343;clear;45;10;148,651326
665;22,454;clear;45;10;120,5379
2,1;1,924;clear;45;30;0,351918
775,3;27,998;cloudy;45;10;140,530878
334;15,701;cloudy;45;20;58,25628
67,8;5,171;cloudy;20;30;11,95992
0;0;cloudy;20;10;0
480,4;18,944;clear;45;10;87,077304
517,8;19,582;clear;20;30;91,33992
695;27,586;cloudy;45;20;121,2219
42,7;0;clear;20;20;7,83972
43;0,904;clear;45;20;7,50006
64,4;3,892;clear;20;30;11,36016
462,2;17,698;clear;45;10;83,778372
323,1;11,882;cloudy;20;20;59,32116
910,3;35,998;clear;20;10;173,68524
872;30,787;clear;20;20;160,0992
59,6;1,39;cloudy;45;10;10,803096
7,6;0;cloudy;20;30;1,34064
296,1;10,057;clear;45;10;53,671086
301,1;10,954;clear;45;30;50,458338
0;0;clear;20;20;0
506;20,784;cloudy;45;30;84,79548
85;3,449;clear;45;20;14,8257
809,5;30,874;clear;45;20;141,19299
0;0;clear;45;30;0
0;0;clear;45;20;0
313,8;13,233;clear;20;20;57,61368
832,5;31,936;cloudy;45;30;139,51035
118,8;5,38;clear;45;20;20,721096
0;0;clear;45;10;0
731,8;28,477;clear;20;20;134,35848
721,3;27,723;clear;45;10;130,742838
860,3;31,805;clear;45;30;144,169074
366,1;14,507;clear;45;30;61,351038
40,7;2,178;clear;20;30;7,17948
252,7;11,07;clear;45;30;42,347466
99,6;0,788;cloudy;45;30;16,690968
416,9;16,631;cloudy;20;10;79,54452
177,4;6,923;cloudy;45;30;29,728692
933;35,523;clear;45;30;156,35214
42,1;0;clear;20;30;7,42644
24;0;clear;20;30;4,2336
350,3;12,646;clear;45;30;58,703274
294,9;9,825;clear;20;30;52,02036
329,9;10,855;cloudy;45;30;55,284642
151,4;4,763;cloudy;20;30;26,70696
45;0,663;clear;45;30;7,5411
610;23,878;cloudy;20;30;107,604
37;1,867;clear;20;30;6,5268
0;0;clear;45;20;0
285,6;9,947;cloudy;20;30;50,37984
145,1;4,715;cloudy;20;10;27,68508
50,7;2,393;cloudy;45;20;8,843094
46,8;0,288;clear;20;10;8,92944
718,9;26,763;cloudy;45;20;125,390538
905,5;34,939;clear;45;10;164,13093
684,6;24,012;cloudy;45;20;119,407932
0;0;clear;45;10;0
266,9;9,237;clear;20;10;50,92452
567,3;22,614;clear;45;20;98,948466
517,8;22,998;clear;20;20;95,06808
317,6;11,698;clear;20;10;60,59808
360,4;14,716;clear;45;20;62,860968
359,1;12,718;cloudy;20;10;68,51628
47,6;2,258;cloudy;20;10;9,08208
87,7;0;clear;20;20;16,10172
148,4;5,016;cloudy;20;20;27,24624
27,4;1,292;clear;20;30;4,83336
424,9;14,686;clear;45;20;74,111058
414,5;14,753;clear;45;30;69,46191
313,8;13,233;clear;20;20;57,61368
547,7;21,956;clear;45;30;91,783566
482,8;18,173;cloudy;20;30;85,16592
0;0;clear;20;20;0
579,3;21,431;cloudy;20;20;106,35948
238,8;8,259;clear;20;30;42,12432
735,5;25,735;clear;20;20;135,0378
255,3;7,979;clear;20;10;48,71124
191,1;5,884;clear;20;30;33,71004
611,9;23,682;clear;20;10;116,75052
177,5;6,888;cloudy;20;30;31,311
0;0;cloudy;20;30;0
866,6;30,187;clear;45;20;151,152372
74,3;1,902;cloudy;20;20;13,64148
837,7;33,993;clear;45;20;146,111634
642;24,126;clear;20;30;113,2488
141,2;7,023;clear;45;20;24,628104
894,2;34,862;clear;20;10;170,61336
688,8;27,685;cloudy;45;10;124,851888
350,3;13,934;clear;20;30;61,79292
0;0;clear;45;10;0
579,6;20,544;cloudy;20;20;106,41456
827,7;31,639;clear;20;30;146,00628
145,2;6,209;cloudy;20;20;26,65872
103,9;3,715;clear;45;30;17,411562
0;0;cloudy;20;30;0
664,1;26,941;clear;45;30;111,289878
0;0;cloudy;45;20;0
497,4;20,28;cloudy;20;30;87,74136
832,1;32,567;clear;20;10;158,76468
31,9;1,777;clear;45;10;5,782194
132;4,295;clear;20;10;25,1856
0;0;clear;45;10;0
210,4;8,116;clear;20;30;37,11456
125,9;4,087;clear;45;10;22,820634
16,6;1,489;cloudy;45;30;2,781828
0;0;cloudy;45;30;0
288;10,299;clear;45;10;52,20288
797,2;28,51;clear;20;10;152,10576
546,5;21,08;cloudy;45;20;95,32053
0;0;cloudy;20;10;0
0;0;clear;45;20;0
809,5;30,874;clear;45;20;141,19299
268,2;11,788;clear;20;20;49,24152
975,3;39,397;clear;20;30;172,04292
350;12,327;cloudy;45;30;58,653
0;0;cloudy;45;30;0
244,7;10,803;cloudy;20;20;44,92692
186,1;8,788;cloudy;45;10;33,732486
175,7;7,818;clear;45;10;31,847382
82,4;2,223;clear;20;20;15,12864
347,3;14,634;cloudy;45;30;58,200534
547;20,217;clear;45;20;95,40774
771,5;28,346;cloudy;20;20;141,6474
0;0;cloudy;20;10;0
853,2;34,729;clear;45;20;148,815144
394,6;14,31;clear;20;30;69,60744
870,6;33,729;clear;45;20;151,850052
0;0;clear;20;30;0
199,4;10,159;clear;20;10;38,04552
725,9;26,682;clear;20;10;138,50172
0;0;clear;45;20;0
0;0;clear;20;20;0
555,4;18,041;clear;45;10;100,671804
837,7;33,993;clear;45;20;146,111634
104,8;2,872;clear;20;30;18,48672
0;0;clear;20;30;0
252,7;11,07;clear;45;30;42,347466
129,3;4,962;clear;45;30;21,668094
818,1;30,319;clear;45;30;137,097198
710,2;24,777;clear;20;30;125,27928
0;0;cloudy;45;20;0
50,7;1,367;clear;20;30;8,94348
0;0;cloudy;45;30;0
0;0;clear;20;30;0
160,7;7,041;cloudy;45;30;26,930106
544,9;17,35;clear;20;30;96,12036
818,9;31,519;clear;20;20;150,35004
731,8;28,477;clear;45;20;127,640556
29,1;0;clear;45;30;4,876578
261,7;10,306;clear;20;30;46,16388
886,4;32,741;clear;45;20;154,605888
303,1;11,845;clear;45;10;54,939906
228;11,805;cloudy;45;10;41,32728
353,8;10,881;cloudy;45;10;64,129788
138;3,245;cloudy;45;10;25,01388
67,8;5,171;cloudy;45;30;11,361924
379,5;14,453;clear;20;20;69,6762
268,1;13,128;cloudy;20;10;51,15348
485,6;19,159;clear;20;10;92,65248
590;25,78;cloudy;45;10;106,9434
233,6;10,704;clear;45;10;42,342336
99,2;3,741;clear;20;20;18,21312
403,6;14,554;clear;20;10;77,00688
373,2;13,994;cloudy;45;10;67,646232
516,5;17,183;clear;45;20;90,08793
0;0;clear;45;30;0
243,4;9,324;clear;45;10;44,118684
516,5;17,183;clear;45;20;90,08793
0;0;cloudy;45;10;0
402,2;14,414;clear;45;30;67,400676
810,6;29,438;clear;45;20;141,384852
873;33,982;clear;45;10;158,23998
0;0;cloudy;45;10;0
76,3;3,271;clear;45;20;13,308246
0;0;clear;45;10;0
678,6;30,156;cloudy;20;30;119,70504
653,8;25,522;cloudy;20;20;120,03768
88,9;3,066;clear;45;20;15,505938
145,6;5,825;clear;20;10;27,78048
79,8;3,99;clear;45;20;13,918716
129,9;7,515;clear;20;20;23,84964
83,8;4,524;cloudy;45;20;14,616396
177,5;9,972;clear;45;30;29,74545
119,6;3,609;cloudy;45;30;20,042568
610;23,878;cloudy;20;10;116,388
150,2;6,225;clear;20;20;27,57672
506,5;19,454;clear;45;30;84,87927
350,3;12,646;clear;20;20;64,31508
91,1;3,028;cloudy;45;20;15,889662
0;0;clear;45;30;0
831,5;33,702;clear;45;30;139,34277
0;0;clear;20;10;0
212,9;8,773;clear;20;30;37,55556
970,3;36,555;clear;45;10;175,876578
0;0;clear;20;20;0
121,6;6,445;clear;45;30;20,377728
0;0;clear;45;10;0
866,6;30,187;clear;20;20;159,10776
120,1;4,865;cloudy;45;20;20,947842
41,9;0,513;cloudy;45;20;7,308198
157,1;5,602;cloudy;20;10;29,97468
0;0;cloudy;20;10;0
565;18,834;clear;45;10;102,4119
338,9;14,16;clear;45;10;61,429014
872;30,787;clear;20;10;166,3776
0;0;cloudy;45;20;0
268,2;11,788;clear;20;20;49,24152
399,9;16,914;clear;45;30;67,015242
28,3;4,391;clear;20;10;5,39964
0;0;cloudy;20;30;0
262,5;11,535;clear;20;30;46,305
196,8;8,155;clear;45;10;35,671968
188,6;7,925;clear;45;30;31,605588
0;0;cloudy;45;10;0
65,1;5,163;cloudy;20;30;11,48364
0;0;cloudy;45;10;0
336,7;12,177;cloudy;45;10;61,030242
383;12,347;cloudy;45;20;66,80286
155,6;4,421;clear;20;10;29,68848
120,8;5,43;clear;20;20;22,17888
220,7;7,563;cloudy;20;10;42,10956
0;0;clear;45;30;0
610,4;22,489;cloudy;45;10;110,641104
125,9;4,087;clear;45;20;21,959478
353,6;13,312;cloudy;20;30;62,37504
556,8;24,394;clear;45;30;93,308544
65,5;3,165;cloudy;45;30;10,97649
572,6;22,806;cloudy;45;20;99,872892
516,9;18,704;cloudy;20;20;94,90284
401,7;12,977;cloudy;45;30;67,316886
0;0;clear;45;20;0
765,6;27,669;clear;45;30;128,299248
456;18,784;cloudy;20;10;87,0048
313,9;10,597;clear;20;20;57,63204
119,2;4,329;clear;20;20;21,88512
0;0;clear;20;30;0
479,1;17,275;clear;45;10;86,841666
311,3;12,635;clear;45;10;56,426238
0;0;clear;45;20;0
725,9;26,682;clear;20;10;138,50172
269,2;11,116;cloudy;45;30;45,112536
737,5;25,49;clear;20;10;140,715
0;0;cloudy;45;30;0
0;0;cloudy;20;10;0
0;0;cloudy;20;10;0
121,6;6,445;clear;20;20;22,32576
174,6;8,615;clear;45;30;29,259468
244,5;7,316;clear;20;30;43,1298
463,5;18,595;clear;20;10;88,4358
185,2;5,29;clear;20;10;35,33616
0;0;clear;20;20;0
338,1;11,818;clear;20;20;62,07516
909,6;35,664;clear;20;10;173,55168
78,4;5,655;clear;45;10;14,210784
350,3;12,646;clear;45;10;63,495378
521,9;20,882;clear;45;30;87,460002
51,1;0;cloudy;20;20;9,38196
107,7;6,175;clear;20;20;19,77372
310,8;12,273;cloudy;20;10;59,30064
91,5;3,329;cloudy;20;30;16,1406
371,1;16,67;clear;45;30;62,188938
288,4;10,126;cloudy;45;10;52,275384
818,9;31,519;clear;45;30;137,231262
663,5;24,389;cloudy;45;30;111,18933
367,2;14,13;clear;20;20;67,41792
655,7;25,911;clear;20;10;125,10756
408,3;14,704;cloudy;45;20;71,215686
407,2;16,908;cloudy;45;20;71,023824
706,4;28,559;clear;45;10;128,042064
193,5;6,255;clear;45;10;35,07381
537,3;19,336;cloudy;20;10;102,51684
419,6;17,979;clear;45;30;70,316568
121,9;7,023;clear;20;20;22,38084
167,1;7,05;clear;20;20;30,67956
17,2;0,04;cloudy;20;10;3,28176
438,2;18,524;clear;20;10;83,60856
391,3;11,687;clear;45;20;68,250546
20,8;2,268;clear;20;10;3,96864
620,6;22,446;cloudy;45;10;112,489956
803,4;32,271;clear;45;10;145,624284
200;5,043;cloudy;20;10;38,16
847,3;34,447;clear;45;30;141,990534
664,3;24,604;clear;45;20;115,867206
112,8;6,038;clear;20;20;20,71008
92,4;3,106;cloudy;20;10;17,62992
702,1;30,527;clear;45;30;117,657918
0;0;clear;45;20;0
362,9;10,876;cloudy;45;20;63,297018
87,4;3,089;clear;20;20;16,04664
769,9;32,348;clear;45;20;134,285958
110,5;2,071;cloudy;45;30;18,51759
0;0;clear;20;10;0
78,4;5,655;clear;45;30;13,138272
628,8;22;cloudy;45;30;105,374304
91,1;3,704;clear;45;30;15,266538
0;0;clear;45;10;0
52,1;1,892;clear;45;30;8,730918
65,5;3,165;cloudy;45;20;11,42451
255,3;7,979;clear;45;30;42,783174
677,9;26,831;cloudy;20;10;129,34332
59,6;1,39;cloudy;45;30;9,987768
504,9;21,425;cloudy;45;20;88,064658
0;0;clear;20;20;0
380,4;15,589;clear;20;20;69,84144
0;0;cloudy;45;10;0
501,3;18,804;clear;45;10;90,865638
408,4;14,78;clear;45;30;68,439672
329,4;12,363;cloudy;45;10;59,707044
579,3;21,431;cloudy;45;30;97,079094
847,3;30,065;clear;45;20;147,786066
0;0;cloudy;20;30;0
119,6;3,609;cloudy;45;30;20,042568
729,7;28,476;clear;45;20;127,274274
507,1;20,97;clear;45;10;91,916946
587,8;21,743;clear;45;30;98,503524
381,1;14,028;cloudy;45;20;66,471462
45,4;0,246;clear;20;30;8,00856
670,4;24,801;clear;45;10;121,516704
346,3;14,122;clear;20;20;63,58068
140,3;4,628;cloudy;45;10;25,430778
30,2;0;cloudy;20;30;5,32728
253,9;7,154;clear;20;20;46,61604
0;0;clear;45;10;0
856,6;34,425;clear;45;30;143,549028
731,1;28,093;clear;20;20;134,22996
900,8;35,172;clear;20;30;158,90112
255,2;11,982;clear;45;30;42,766416
0;0;cloudy;45;20;0
0;0;clear;20;30;0
